# height=0.7982766381757849
# shoulder_width=0.43387478917269146
frame,timestamp_ms,nose_x,nose_y,nose_z,nose_vis,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_vis,left_eye_x,left_eye_y,left_eye_z,left_eye_vis,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_vis,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_vis,right_eye_x,right_eye_y,right_eye_z,right_eye_vis,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_vis,left_ear_x,left_ear_y,left_ear_z,left_ear_vis,right_ear_x,right_ear_y,right_ear_z,right_ear_vis,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_vis,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_vis,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_vis,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_vis,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_vis,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_vis,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_vis,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_vis,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_vis,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_vis,left_index_x,left_index_y,left_index_z,left_index_vis,right_index_x,right_index_y,right_index_z,right_index_vis,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_vis,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_vis,left_hip_x,left_hip_y,left_hip_z,left_hip_vis,right_hip_x,right_hip_y,right_hip_z,right_hip_vis,left_knee_x,left_knee_y,left_knee_z,left_knee_vis,right_knee_x,right_knee_y,right_knee_z,right_knee_vis,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_vis,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_vis,left_heel_x,left_heel_y,left_heel_z,left_heel_vis,right_heel_x,right_heel_y,right_heel_z,right_heel_vis,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_vis,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_vis
0,0,0.13961097598075867,0.3421093225479126,-0.12255988270044327,0.9998045563697815,0.12490129470825195,0.33065304160118103,-0.16420572996139526,0.9998334646224976,0.1257580816745758,0.32852083444595337,-0.16428767144680023,0.9998142123222351,0.12648731470108032,0.3263064920902252,-0.16442571580410004,0.9998526573181152,0.12304350733757019,0.3289426267147064,-0.11866160482168198,0.9997666478157043,0.12251505255699158,0.32550257444381714,-0.11874828487634659,0.9997169375419617,0.12609517574310303,0.32249030470848083,-0.11885528266429901,0.9998326301574707,0.1387781798839569,0.29532623291015625,-0.26447659730911255,0.9996968507766724,0.132147878408432,0.2836928367614746,-0.060296330600976944,0.9998434782028198,0.15847796201705933,0.33054038882255554,-0.1502610594034195,0.9997884631156921,0.15624505281448364,0.33020681142807007,-0.08994612842798233,0.9997714161872864,0.238535076379776,0.30553320050239563,-0.345547080039978,0.9998757839202881,0.23362241685390472,0.21740937232971191,0.07925568521022797,0.999506950378418,0.278359055519104,0.5838327407836914,-0.39766091108322144,0.9976601600646973,0.2527192533016205,0.4765556752681732,0.14271818101406097,0.5365217924118042,0.27064019441604614,0.8198791742324829,-0.3690810799598694,0.9963183403015137,0.24838604032993317,0.6849004030227661,0.06636130064725876,0.6477714776992798,0.23987707495689392,0.8511043787002563,-0.4325522482395172,0.9932745695114136,0.22154903411865234,0.6962060928344727,0.06203768774867058,0.6249110102653503,0.2336592674255371,0.8435734510421753,-0.394212543964386,0.9922218918800354,0.23478637635707855,0.7605297565460205,0.009941614232957363,0.6345959305763245,0.24271173775196075,0.8354959487915039,-0.3565464913845062,0.986705482006073,0.2478991150856018,0.7570713758468628,0.041103657335042953,0.6299276351928711,0.5203698873519897,0.31092724204063416,-0.13770152628421783,0.9991804957389832,0.5113139748573303,0.24178622663021088,0.13830283284187317,0.9959506988525391,0.6991609334945679,0.43162935972213745,-0.015004467219114304,0.9862583875656128,0.6834204196929932,0.3839338421821594,0.3030935525894165,0.23948533833026886,0.8743669986724854,0.4803777039051056,0.1267620474100113,0.9858015179634094,0.8410118222236633,0.4152390956878662,0.5362395644187927,0.43482738733291626,0.922170102596283,0.4574550986289978,0.13578519225120544,0.985007107257843,0.8693124055862427,0.40050208568573,0.5581072568893433,0.6386536359786987,0.8544618487358093,0.6148091554641724,0.04002963379025459,0.985374927520752,0.8326699733734131,0.5663104057312012,0.49265068769454956,0.7248502969741821
1,33,0.13958371430635452,0.3408493250608444,-0.1186162643134594,0.9998092353343964,0.12477650865912437,0.3299199342727661,-0.160999096930027,0.9998372495174408,0.12562493979930878,0.3281025290489197,-0.16106268018484116,0.999818354845047,0.12634427100419998,0.32610785961151123,-0.16117307543754578,0.9998558163642883,0.12288917973637581,0.327395036816597,-0.11709118261933327,0.999772697687149,0.12232904881238937,0.32377104461193085,-0.1171741783618927,0.9997244775295258,0.12496830895543098,0.3205023556947708,-0.11727175116539001,0.9998370707035065,0.1383645385503769,0.29542310535907745,-0.2637629956007004,0.9997037947177887,0.13144990056753159,0.2830849140882492,-0.0650589857250452,0.9998477101325989,0.15849023312330246,0.3299427330493927,-0.14697003364562988,0.9997934401035309,0.15624060481786728,0.3268088698387146,-0.08879421651363373,0.9997773766517639,0.23839224129915237,0.30813999474048615,-0.34379588067531586,0.9998776912689209,0.22617770731449127,0.2056257575750351,0.07047893293201923,0.999519407749176,0.27708515524864197,0.5838574767112732,-0.38351646065711975,0.9976612031459808,0.2520350515842438,0.4738699346780777,0.14171840995550156,0.5373099744319916,0.2708261013031006,0.8197042047977448,-0.33765560388565063,0.9962106049060822,0.25223230570554733,0.6781849563121796,0.07260691002011299,0.646530032157898,0.24097254872322083,0.8511898517608643,-0.39778392016887665,0.9930683672428131,0.22666539251804352,0.6919820308685303,0.06938089244067669,0.6236121952533722,0.2348339855670929,0.844283252954483,-0.3616494834423065,0.9919826090335846,0.2352784350514412,0.7353226542472839,0.01710554165765643,0.633198618888855,0.24397577345371246,0.8355242013931274,-0.32547859847545624,0.9863460958003998,0.24815461784601212,0.7327985763549805,0.04772639460861683,0.6284364759922028,0.5202310979366302,0.31067998707294464,-0.13652899861335754,0.9991809725761414,0.5101562142372131,0.24177617579698563,0.137086920440197,0.9959834218025208,0.6980853080749512,0.4316551983356476,-0.011145258322358131,0.9862221479415894,0.6808211207389832,0.3847176730632782,0.30296413600444794,0.2404441386461258,0.873520165681839,0.4808944910764694,0.13646574318408966,0.9856625497341156,0.8398004174232483,0.4153583496809006,0.5346304476261139,0.43773235380649567,0.9192041158676147,0.45868806540966034,0.1465904712677002,0.9849860668182373,0.8693529963493347,0.401295468211174,0.5563243925571442,0.6410488784313202,0.859563797712326,0.6153394281864166,0.05892525054514408,0.9851205348968506,0.8308699131011963,0.5659402012825012,0.4925140142440796,0.7253048121929169
2,66,0.1385959287484487,0.3406107823053996,-0.11837919304768245,0.9998153448104858,0.12403703977664311,0.3296332061290741,-0.16115121046702066,0.9998423854509989,0.12499708433945973,0.3279350797335307,-0.1612014869848887,0.999824047088623,0.1258391191562017,0.326035072406133,-0.16128077109654745,0.9998602072397867,0.12191565831502278,0.3268558979034424,-0.11878439038991928,0.9997801979382833,0.12130359808603923,0.32318976521492004,-0.11886706203222275,0.9997336467107137,0.12303870916366577,0.31985137859980267,-0.11895683656136195,0.999842365582784,0.13805165390173593,0.2962859769662221,-0.26545873284339905,0.9997130036354065,0.13030518094698587,0.2828705310821533,-0.07419305170575778,0.999852736790975,0.15786463022232056,0.32973981897036236,-0.1471459319194158,0.9997997879981995,0.1550777405500412,0.3256990909576416,-0.09103450427452724,0.9997846682866415,0.23826237519582114,0.3097334106763204,-0.3431936701138814,0.9998797178268433,0.2240791916847229,0.2003570149342219,0.05688303771118323,0.9995308121045431,0.27523234486579895,0.5858428676923116,-0.377449909845988,0.9976737300554911,0.24801160395145416,0.46995048721631366,0.135075772802035,0.5422033468882242,0.2708994746208191,0.8198763132095337,-0.32610663771629333,0.9961111148198446,0.2533711940050125,0.6796785195668539,0.0744100237886111,0.6491204698880514,0.2413178433974584,0.8518026073773702,-0.38451676567395526,0.9928920467694601,0.2208867222070694,0.6824691692988077,0.0715588169793288,0.6256374915440878,0.2349164088567098,0.844957709312439,-0.3510887920856476,0.9917782147725424,0.22624718646208444,0.7146850228309631,0.019975692344208557,0.6349767843882242,0.24443985025087991,0.8359126647313436,-0.3149276077747345,0.9860482811927795,0.2393180380264918,0.713167150815328,0.049956166495879493,0.6299036939938863,0.5203375418980917,0.31053956349690753,-0.13515034317970276,0.9991789857546488,0.5089064439137777,0.2420551081498464,0.13565813998381296,0.9960060914357504,0.6977330644925436,0.43205803632736206,-0.004831367637962103,0.9862324396769205,0.6797136465708414,0.3850213388601939,0.30346782008806866,0.24210396905740103,0.8725821177164713,0.4811702569325765,0.1487969160079956,0.9855551719665527,0.8393446207046509,0.41645048062006634,0.534071167310079,0.44103508194287616,0.91770867506663,0.45998242497444153,0.16014273961385092,0.9850147167841593,0.8700836102167765,0.4020337164402008,0.555730958779653,0.6442863941192627,0.8587668736775717,0.6150399446487427,0.07864313945174217,0.9848790764808655,0.829931358496348,0.5649473269780477,0.4938623209794362,0.7259647647539774
3,100,0.13781607151031494,0.3421654999256134,-0.11477167159318924,0.9998200833797455,0.12320184521377087,0.3304116502404213,-0.15800995379686356,0.9998465180397034,0.12415140122175217,0.3286919891834259,-0.15804773941636086,0.999828577041626,0.12498085759580135,0.32679544389247894,-0.15810994058847427,0.9998636990785599,0.12102950178086758,0.32771289348602295,-0.11566355265676975,0.9997861832380295,0.1203750092536211,0.32406143099069595,-0.11574181169271469,0.999740868806839,0.12145167402923107,0.32067514955997467,-0.11582702398300171,0.9998464733362198,0.13699380680918694,0.29763344675302505,-0.2642437219619751,0.9997201412916183,0.12907149270176888,0.28311897814273834,-0.07371068652719259,0.999856561422348,0.15723596513271332,0.33034462481737137,-0.14401475712656975,0.9998044818639755,0.15430552512407303,0.3263823091983795,-0.08787735179066658,0.9997899830341339,0.23680566623806953,0.3100601062178612,-0.3408859446644783,0.9998809844255447,0.22165178507566452,0.19822092726826668,0.053381715435534716,0.9995389878749847,0.273147352039814,0.5862734615802765,-0.37563130259513855,0.9976713806390762,0.2450575865805149,0.4671443849802017,0.13312248513102531,0.5439875721931458,0.2702033966779709,0.8199387639760971,-0.32421693205833435,0.9960117936134338,0.2503965087234974,0.6757019609212875,0.07516794465482235,0.6491621136665344,0.24049845337867737,0.8522469848394394,-0.38253919035196304,0.9927205890417099,0.2172311656177044,0.6775714457035065,0.07247236836701632,0.6252539902925491,0.2328285276889801,0.8453214019536972,-0.3493445962667465,0.9915780276060104,0.2208903655409813,0.7045242041349411,0.021140149561688304,0.6343451887369156,0.24360491707921028,0.8357385843992233,-0.31318746507167816,0.9857472479343414,0.23397935554385185,0.7035069614648819,0.05083165131509304,0.6290615946054459,0.5204219669103622,0.31044498085975647,-0.13441459462046623,0.9991780668497086,0.5081608444452286,0.24272339418530464,0.13489244505763054,0.9960295855998993,0.69807368516922,0.43230121582746506,-0.0024157771840691566,0.9861568510532379,0.6793053299188614,0.3859913572669029,0.30404387414455414,0.2433241419494152,0.8727549761533737,0.4829144924879074,0.15284208580851555,0.9854090809822083,0.8391975164413452,0.4192526564002037,0.5342373996973038,0.44362712651491165,0.9171608984470367,0.4628482088446617,0.1644146665930748,0.9849917739629745,0.8717132806777954,0.40599144995212555,0.5558739900588989,0.646782636642456,0.8580643236637115,0.6148917376995087,0.08338211383670568,0.9846251755952835,0.8294523805379868,0.5644430965185165,0.49494755268096924,0.7262977063655853
4,133,0.1362651079893112,0.3431775987148285,-0.1103065326809883,0.9998249530792236,0.12173386216163636,0.3308731377124786,-0.15356969237327575,0.9998507857322693,0.12269334495067596,0.32914530038833617,-0.15359686315059662,0.9998332977294921,0.1235300213098526,0.3272841930389404,-0.15364593863487244,0.9998673319816589,0.11955691426992417,0.32814268469810487,-0.11181064695119858,0.9997924089431762,0.1189088448882103,0.32446855306625366,-0.11188926696777343,0.999748432636261,0.11953322738409042,0.3210395038127899,-0.11197286546230316,0.9998507857322693,0.1357547163963318,0.29872848391532897,-0.26052128374576566,0.9997275710105896,0.1276165649294853,0.2830884516239166,-0.07313141897320748,0.9998606324195862,0.15594982504844665,0.3307220578193665,-0.13971069306135178,0.9998095154762268,0.1529885083436966,0.3267948150634766,-0.08434346318244934,0.9997956871986389,0.23497189879417418,0.31115421652793884,-0.33590127825737,0.9998827576637268,0.2193401724100113,0.19656601250171662,0.05221427343785763,0.9995478391647339,0.27166526913642886,0.5865220189094543,-0.36790609955787656,0.9976698875427246,0.24353392124176027,0.4646063089370728,0.13311436176300048,0.5446566939353943,0.2696890413761139,0.8204500794410705,-0.31330068707466124,0.9959061861038208,0.24882999658584595,0.6727571845054626,0.07838470190763473,0.6480333685874939,0.2396523118019104,0.8526317358016968,-0.37009431719779967,0.9925370693206788,0.21576422452926636,0.6750349640846253,0.07649021521210671,0.623749041557312,0.23110471069812774,0.845554506778717,-0.3369374692440033,0.9913628339767456,0.2184454768896103,0.6997135281562805,0.02601285558193922,0.6325949668884278,0.2428157687187195,0.8358617901802063,-0.30210413336753844,0.9854231119155884,0.23154488801956177,0.6989194989204407,0.054592971503734586,0.6271324276924133,0.5200999021530152,0.31036012172698973,-0.13365738987922668,0.999177086353302,0.507363212108612,0.24309466183185577,0.13411465883255005,0.9960445165634155,0.6981369018554687,0.4326385259628296,-0.0012480897828936576,0.9861441373825073,0.6790155053138733,0.38652716875076293,0.30472586750984193,0.24426346123218537,0.8731881856918335,0.48450160026550293,0.15043841898441315,0.9853388905525208,0.8389500975608826,0.42098355293273926,0.5341126680374145,0.4459750890731812,0.9170371294021606,0.4651518940925598,0.16182311475276948,0.985028350353241,0.8731996417045593,0.4082069218158722,0.555705976486206,0.6493927955627441,0.8566937923431397,0.6150749921798706,0.08266723677515983,0.9844400644302368,0.829147219657898,0.564008891582489,0.49570417404174805,0.726515793800354
5,166,0.13506173839171728,0.3439517716566722,-0.10174381298323472,0.999830037355423,0.12050045902530353,0.33124786615371704,-0.14582021658619246,0.9998552004496256,0.12142716472347577,0.3296253780523936,-0.14584078639745712,0.9998381733894348,0.12222355231642723,0.32795479893684387,-0.14587601646780968,0.9998710950215658,0.11837758744756381,0.3284211605787277,-0.10476143782337506,0.9997988740603129,0.11773703495661418,0.32471876839796704,-0.1048432004948457,0.9997562865416209,0.11833470438917477,0.3210038443406423,-0.10492344697316487,0.9998552699883779,0.13461063553889593,0.300530066092809,-0.2563447430729866,0.9997353057066599,0.12652488052845,0.2830560803413391,-0.07238810819884141,0.9998648564020792,0.15480083972215652,0.33103904128074646,-0.13230175400773683,0.9998147885004679,0.15194623172283173,0.3270555039246877,-0.07788732772072156,0.9998016357421875,0.23326106617848077,0.314567173520724,-0.3314192146062851,0.9998848537604014,0.21805574496587118,0.1935989409685135,0.051773227440814175,0.9995574355125427,0.2707582811514537,0.5891152918338776,-0.3583655705054601,0.9976646701494852,0.24277293433745703,0.45819685856501263,0.13481038808822632,0.5444498757521311,0.2693505535523097,0.8216472864151001,-0.2979142516851425,0.9957592586676279,0.24881383776664734,0.665852963924408,0.08708180611332257,0.645053486029307,0.23903230329354605,0.8536934157212576,-0.3529848704735438,0.9922911524772644,0.21643233050902685,0.6697822610537211,0.08663726411759853,0.6204613745212555,0.2298582543929418,0.8460767964522043,-0.3202561065554619,0.9910758336385092,0.21822133411963782,0.6933256387710571,0.03677825117483735,0.629017303387324,0.24212193240722021,0.8365332782268524,-0.28664081543684006,0.9849928319454193,0.23124776283899942,0.6925126016139984,0.06386107082168262,0.6233951151371002,0.5199370582898458,0.3104693541924159,-0.13215970620512962,0.9991812805334727,0.5068343579769135,0.24287570267915726,0.1325859328111013,0.9960794548193613,0.6981038649876913,0.432887464761734,0.002951749755690495,0.9861384630203247,0.6788383821646372,0.38688074549039203,0.3078385343154271,0.24575682232777277,0.8727471828460693,0.48578281700611115,0.15551706900199255,0.9852989713350931,0.8378215332825979,0.4224531402190526,0.5373474756876627,0.4495147516330083,0.9164057075977325,0.467063844203949,0.16728139917055765,0.9850867390632629,0.8744250535964966,0.4095810055732727,0.559166302283605,0.6528800924619039,0.855862557888031,0.6145254969596863,0.09050937431554,0.9842439591884613,0.8279598851998647,0.5639865597089132,0.5017436146736145,0.7271492083867391
6,200,0.13401176461151668,0.3444976806640625,-0.09702227424298014,0.9998346822602409,0.11954724682228905,0.3315654822758266,-0.1413756087422371,0.999859196799142,0.12044061933244977,0.33002878938402447,-0.1413933304803712,0.9998425841331482,0.12121121159621648,0.3285013266972133,-0.14142376503774098,0.999874472618103,0.11749149646077837,0.32863323177610126,-0.10072371576513563,0.9998048458780561,0.11685890917267118,0.3248342956815447,-0.1008065545133182,0.9997635654040745,0.11738411762884685,0.32091898577553885,-0.10088585104261126,0.9998594267027718,0.13368057353155954,0.30191266536712646,-0.25316102164132254,0.9997422610010419,0.12568875295775278,0.28302957330431255,-0.07181772855775696,0.9998688016619001,0.15369409961359842,0.33136451670101713,-0.12788752253566468,0.9998196108000619,0.15094818813460215,0.32729093943323406,-0.07405174896121025,0.9998071278844561,0.2320497121129717,0.3171494560582297,-0.32776338713509695,0.999886691570282,0.21713256623063767,0.1910268430198942,0.05182055729840483,0.999566410269056,0.2701231411525181,0.5916286706924438,-0.35177176765033175,0.997657767363957,0.24356541250433242,0.45439420853342327,0.1360866299697331,0.5443061760493687,0.2690631236348833,0.8227612376213074,-0.2887560491050993,0.9956164104597909,0.2520462657724108,0.6615673388753619,0.09151870544467654,0.6419417347226825,0.2383068289075579,0.854798035962241,-0.3429670206138066,0.9920494386128017,0.22083880858761923,0.6666404860360282,0.09176188441259521,0.6170673540660313,0.22900609459195817,0.8466724753379822,-0.31007952775274006,0.9907936113221305,0.2221007559980665,0.6896510124206543,0.04210586513259581,0.6253598162106105,0.24140959765229905,0.8373591729572841,-0.2773089132138661,0.9845681445939201,0.23491179517337255,0.6888585601534162,0.06854636115687233,0.6195941397121975,0.5199156403541565,0.31054452061653137,-0.13101822563580104,0.9991822923932757,0.5064674530710492,0.2421480885573796,0.13142608531883784,0.9960989781788417,0.6979683978216988,0.4330914999757494,0.005088099544601781,0.9861296500478473,0.6786107676369804,0.3870806736605508,0.3099304011889866,0.24686166856970107,0.872267654963902,0.4866898741040911,0.15580621361732483,0.9852583493505206,0.8370619075638908,0.42347303458622526,0.5397512657301766,0.45257942165647236,0.9159998297691345,0.46836236119270325,0.16759300231933594,0.9851307102612087,0.8754451360021319,0.4105526677199772,0.5617442045892987,0.6559964844158718,0.8551291567938668,0.6142292533602033,0.09277706540056638,0.984041052205222,0.8271431922912598,0.5639609268733433,0.5056528108460563,0.7274729609489441
7,233,0.13326316140592098,0.3450465127825737,-0.09154759161174297,0.9998390078544617,0.11886185966432095,0.33204086497426033,-0.1359457802027464,0.9998629614710808,0.11972504667937756,0.33055800199508667,-0.13595872931182384,0.9998467490077019,0.1204706970602274,0.32912304997444153,-0.135985204949975,0.9998776763677597,0.11685388348996639,0.3290126584470272,-0.09554088627919555,0.9998104423284531,0.11622710432857275,0.3249620459973812,-0.09562308853492141,0.9997703731060028,0.11671466287225485,0.3209052234888077,-0.09570044605061412,0.9998633414506912,0.13292781449854374,0.30301178246736526,-0.24805077351629734,0.9997487813234329,0.12508368398994207,0.283037468791008,-0.06799413450062275,0.9998725429177284,0.1529029980301857,0.33184169232845306,-0.12244156375527382,0.9998240768909454,0.150230310857296,0.32770274952054024,-0.06892863940447569,0.9998121485114098,0.2309374324977398,0.31894635781645775,-0.3223509304225445,0.999888502061367,0.21653497405350208,0.1887055318802595,0.055456671165302396,0.9995746910572052,0.26963692158460617,0.5932402834296227,-0.3454072177410126,0.9976477101445198,0.24490421824157238,0.4518481604754925,0.14072642475366592,0.5442359149456024,0.26890257373452187,0.8237257152795792,-0.2809956707060337,0.9954826235771179,0.25544143095612526,0.6586811318993568,0.09787795040756464,0.6388537511229515,0.2377741914242506,0.8568076938390732,-0.3343966342508793,0.9918181747198105,0.2250556219369173,0.664589062333107,0.09889735234901309,0.6136900559067726,0.22852110862731934,0.8477900624275208,-0.30077248997986317,0.9905216917395592,0.2259630560874939,0.6871744841337204,0.049320774036459625,0.6217427998781204,0.2408877145498991,0.8382237330079079,-0.26912946067750454,0.9841537401080132,0.23862768709659576,0.6864906400442123,0.07509263046085835,0.6158326268196106,0.519822247326374,0.3106179013848305,-0.13021685183048248,0.9991813972592354,0.5062774047255516,0.24132058024406433,0.13061371631920338,0.9961023107171059,0.6978606730699539,0.4332897365093231,0.0034133412409573793,0.9861201792955399,0.6784640625119209,0.38724567368626595,0.3111557252705097,0.2475199941545725,0.8720804527401924,0.48800311237573624,0.14813173655420542,0.9852505102753639,0.8366070985794067,0.42433641478419304,0.5413152426481247,0.45495952665805817,0.9157859534025192,0.4695236496627331,0.15925968531519175,0.9851903468370438,0.8762447759509087,0.4112399257719517,0.5634465888142586,0.6585578322410583,0.8545867875218391,0.6141995117068291,0.08299644419457763,0.9838897958397865,0.8266874104738235,0.5639433339238167,0.5084273889660835,0.7275370508432388
8,266,0.1324845618671841,0.34565791487693787,-0.0912187894185384,0.9998426040013632,0.11819250881671906,0.332468976577123,-0.13568883803155687,0.9998660286267599,0.11904289076725642,0.3310317529572381,-0.1357002986801995,0.9998501473002963,0.11978674679994583,0.32966699865129256,-0.13572543693913353,0.9998802476459079,0.11621151202254826,0.32932425538698834,-0.09548470419314173,0.9998151593738132,0.11559165931410259,0.3250926269425286,-0.09556748593846957,0.99977617793613,0.11600272026326922,0.32093150748146904,-0.09564494300219747,0.9998666710323758,0.1320166356033749,0.30386039945814347,-0.24762809111012352,0.9997539454036288,0.12447022398312886,0.28302009569274056,-0.068440989487701,0.9998757243156433,0.1521245456404156,0.33232032590442234,-0.12193083100848728,0.9998277491993375,0.14949346747663286,0.3280787302388085,-0.06869153761201435,0.9998164176940918,0.23002625008424124,0.3202546172671848,-0.32098884714974296,0.999889956580268,0.21587051120069292,0.18711518744627634,0.05551277080343829,0.9995824562178718,0.26921017633544075,0.5944595204459296,-0.34315918220414054,0.9976377156045702,0.24582896464400822,0.44997507002618575,0.14002657930056253,0.5444065266185336,0.26877685056792366,0.8244638641675314,-0.27789047691557145,0.9953610102335612,0.2577204406261444,0.6618352995978461,0.09585189157062107,0.6364146206114027,0.23740373386277092,0.8583057986365424,-0.33125424053933883,0.9916074275970459,0.22788713541295794,0.6634387638833787,0.09695970225665304,0.6109585828251309,0.22815541095203823,0.8486423359976875,-0.2973378383451038,0.9902749723858304,0.2286204778485828,0.6857410669326782,0.04744580750250154,0.6187866793738471,0.240553950270017,0.8388837377230326,-0.26592904660436845,0.9837740792168511,0.2412566840648651,0.6871225039164225,0.07316684226195018,0.6127023961808946,0.5196752084626092,0.3106229040357802,-0.12961741619639927,0.999176025390625,0.5060456262694465,0.24056817591190338,0.13000795576307508,0.9960917631785074,0.6976746982998319,0.4335159460703532,0.002787152072414756,0.9861007399029202,0.6779300967852274,0.38734908567534554,0.31286372078789604,0.24819831550121307,0.8717537124951681,0.4890133175585005,0.14830232411623,0.9852088954713609,0.8362137410375807,0.42499229311943054,0.5442125929726495,0.45721346471044755,0.91532391972012,0.470473759704166,0.15958927820126215,0.9852189819018046,0.8764886789851718,0.41153501139746773,0.5665143860710992,0.6609349317020841,0.8541689051522149,0.6138784223132663,0.08329216339108017,0.9837029576301575,0.8263606892691718,0.5635232726732889,0.511854006184472,0.7276033229298062
9,300,0.13189052045345306,0.34615333676338195,-0.08949924185872078,0.9998460650444031,0.11767532229423523,0.3328083842992783,-0.13367307484149932,0.9998690009117126,0.11851361021399498,0.3314029097557068,-0.13367980495095252,0.9998534560203552,0.11925240978598595,0.3300888866186142,-0.13370534628629685,0.9998827755451203,0.11571641638875008,0.3295717567205429,-0.09349465630948543,0.9998196601867676,0.11510045453906059,0.32520162165164945,-0.09357586614787579,0.9997816801071167,0.11547632366418839,0.3209819108247757,-0.0936543520539999,0.9998698472976685,0.13131727874279023,0.3044908493757248,-0.24445210844278337,0.9997589886188507,0.12399763017892837,0.2830022186040878,-0.06519265994429588,0.9998787581920624,0.15152518153190614,0.3326321512460709,-0.11982013583183289,0.9998313188552856,0.14890871942043304,0.32833693027496336,-0.06659384220838546,0.9998204588890076,0.22929305136203765,0.3200592905282974,-0.31717338860034944,0.9998914659023285,0.21537901163101197,0.18606619983911515,0.05879799108952284,0.9995899677276612,0.26886272728443145,0.5947802782058715,-0.3406605988740921,0.9976286828517914,0.24662517458200456,0.44926743805408476,0.14139051735401154,0.5443571865558624,0.26868063509464263,0.8250600039958954,-0.2761980175971985,0.9952680110931397,0.25933521091938017,0.665575134754181,0.09442349895834923,0.6342302560806274,0.237137046456337,0.8594553887844085,-0.32940260171890257,0.9914444386959076,0.2298637330532074,0.6646676957607269,0.0954471129924059,0.6084870874881745,0.22787926346063614,0.8492932975292206,-0.29510150402784346,0.9900837540626526,0.23055656850337983,0.6858184099197387,0.04637628709897399,0.6161134243011475,0.2403084710240364,0.8393021583557129,-0.26409368962049484,0.9834782898426055,0.24312261641025543,0.6906878292560578,0.07192833311855792,0.6098630130290985,0.5194170773029327,0.31062516272068025,-0.12906054854393006,0.9991702735424042,0.5058894336223603,0.2399526596069336,0.12945338785648347,0.996078497171402,0.6973873257637024,0.4337127834558487,0.0012668694136664272,0.9860982954502105,0.6775703430175781,0.3874425768852234,0.31271031200885774,0.24937382191419602,0.8714042782783509,0.4895865172147751,0.14650527462363244,0.9852011919021606,0.8365746259689331,0.4255091220140457,0.5443608880043029,0.4598816215991974,0.9147901356220245,0.471033850312233,0.15770889595150947,0.9852718889713288,0.8769753336906433,0.41175889074802396,0.5666550815105438,0.6633302986621856,0.8538580298423767,0.61341432929039,0.08040446294471622,0.9835893273353576,0.8262442171573638,0.5632084727287292,0.5108735144138337,0.7282701253890991
